country,code,year,literacy_rate,avg_years_of_education,population,region
Jamaica,JAM,2010,80.0,10.33,2748573.0,North America
Jamaica,JAM,2015,80.0,9.81,2802536.0,North America
Jamaica,JAM,2020,80.0,10.1,2830745.0,North America
Japan,JPN,1870,97.5,0.53,34579492.0,Asia
Japan,JPN,1875,97.5,0.63,35706805.0,Asia
Japan,JPN,1880,97.5,0.75,36977992.0,Asia
Japan,JPN,1885,97.5,0.93,38565477.0,Asia
Japan,JPN,1890,97.5,1.26,40291341.0,Asia
Japan,JPN,1895,97.5,1.55,42264512.0,Asia
Japan,JPN,1900,97.5,1.85,44416502.0,Asia
Japan,JPN,1905,97.5,2.13,47035703.0,Asia
Japan,JPN,1910,97.5,2.47,49880362.0,Asia
Japan,JPN,1915,97.5,2.95,52976538.0,Asia
Japan,JPN,1920,97.5,3.92,56328237.0,Asia
Japan,JPN,1925,97.5,4.46,60339562.0,Asia
Japan,JPN,1930,97.5,4.96,64665549.0,Asia
Japan,JPN,1935,97.5,5.34,68986531.0,Asia
Japan,JPN,1940,97.5,5.66,73591941.0,Asia
Japan,JPN,1945,97.5,6.19,78819521.0,Asia
Japan,JPN,1950,97.5,6.86,86443278.0,Asia
Japan,JPN,1955,97.5,7.4,92425476.0,Asia
Japan,JPN,1960,97.5,7.77,96399755.0,Asia
Japan,JPN,1965,97.5,7.8,100916018.0,Asia
Japan,JPN,1970,97.5,8.25,106712370.0,Asia
Japan,JPN,1975,97.5,8.85,113321197.0,Asia
Japan,JPN,1980,97.5,9.6,118358761.0,Asia
Japan,JPN,1985,97.5,10.12,120832158.0,Asia
Japan,JPN,1990,97.5,10.71,123399767.0,Asia
Japan,JPN,1995,97.5,11.26,125672659.0,Asia
Japan,JPN,2000,97.5,11.77,127027794.0,Asia
Japan,JPN,2005,97.5,12.12,127913331.0,Asia
Japan,JPN,2010,97.5,12.44,128185273.0,Asia
Japan,JPN,2015,97.5,12.6,127275868.0,Asia
Japan,JPN,2020,97.5,12.83,126304533.0,Asia
Jordan,JOR,1870,17.5,0.01,250751.0,Asia
Jordan,JOR,1875,17.5,0.01,250023.0,Asia
Jordan,JOR,1880,17.5,0.02,250725.0,Asia
Jordan,JOR,1885,17.5,0.02,251354.0,Asia
Jordan,JOR,1890,17.5,0.02,251905.0,Asia
Jordan,JOR,1895,17.5,0.03,252376.0,Asia
Jordan,JOR,1900,17.5,0.04,254431.0,Asia
Jordan,JOR,1905,17.5,0.11,267200.0,Asia
Jordan,JOR,1910,17.5,0.19,273656.0,Asia
Jordan,JOR,1915,17.5,0.24,230154.0,Asia
Jordan,JOR,1920,17.5,0.81,196295.0,Asia
Jordan,JOR,1925,17.5,0.86,211813.0,Asia
Jordan,JOR,1930,17.5,0.92,233585.0,Asia
Jordan,JOR,1935,17.5,0.95,236696.0,Asia
Jordan,JOR,1940,17.5,1.09,246075.0,Asia
Jordan,JOR,1945,17.5,1.22,325022.0,Asia
Jordan,JOR,1950,17.5,1.41,438808.0,Asia
Jordan,JOR,1955,17.5,1.84,625572.0,Asia
Jordan,JOR,1960,17.5,2.54,853471.0,Asia
Jordan,JOR,1965,17.5,3.15,1099446.0,Asia
Jordan,JOR,1970,17.5,3.64,1565172.0,Asia
Jordan,JOR,1975,17.5,4.2,1899059.0,Asia
Jordan,JOR,1979,67.0,1.22,2153891.0,Asia
Jordan,JOR,1980,67.0,4.87,2234192.0,Asia
Jordan,JOR,1985,67.0,6.04,2778819.0,Asia
Jordan,JOR,1990,67.0,7.02,3621915.0,Asia
Jordan,JOR,1995,67.0,7.89,4752097.0,Asia
Jordan,JOR,2000,67.0,8.72,5386945.0,Asia
Jordan,JOR,2003,90.0,1.22,5741837.0,Asia
Jordan,JOR,2005,91.0,9.42,6029597.0,Asia
Jordan,JOR,2007,92.0,1.22,6827235.0,Asia
Jordan,JOR,2010,93.0,9.92,7297046.0,Asia
Jordan,JOR,2011,96.0,1.22,7480431.0,Asia
Jordan,JOR,2012,98.0,1.22,7587133.0,Asia
Jordan,JOR,2015,98.0,10.5,9544730.0,Asia
Jordan,JOR,2018,95.43145,1.22,10462310.0,Asia
Jordan,JOR,2020,95.43145,10.81,10865232.0,Asia
Jordan,JOR,2023,95.0,1.22,11439220.0,Asia
Kazakhstan,KAZ,1989,98.0,11.739999999999998,16997012.0,Asia
Kazakhstan,KAZ,1999,100.0,11.739999999999998,15455877.0,Asia
Kazakhstan,KAZ,2009,100.0,11.739999999999998,16619851.0,Asia
Kazakhstan,KAZ,2015,100.0,11.69,18084175.0,Asia
Kazakhstan,KAZ,2020,100.0,11.79,19482116.0,Asia
Kenya,KEN,1870,22.5,0.01,3717467.0,Africa
Kenya,KEN,1875,22.5,0.01,3830593.0,Africa
Kenya,KEN,1880,22.5,0.01,3949416.0,Africa
Kenya,KEN,1885,22.5,0.02,4071848.0,Africa
Kenya,KEN,1890,22.5,0.02,4167751.0,Africa
Kenya,KEN,1895,22.5,0.02,4076072.0,Africa
Kenya,KEN,1900,22.5,0.03,3950614.0,Africa
Kenya,KEN,1905,22.5,0.14,3785270.0,Africa
Kenya,KEN,1910,22.5,0.25,3633121.0,Africa
Kenya,KEN,1915,22.5,0.33,3567892.0,Africa
Kenya,KEN,1920,22.5,0.67,3566429.0,Africa
Kenya,KEN,1925,22.5,0.73,3837184.0,Africa
Kenya,KEN,1930,22.5,0.8,4167035.0,Africa
Kenya,KEN,1935,22.5,0.88,4474739.0,Africa
Kenya,KEN,1940,22.5,0.95,4808498.0,Africa
Kenya,KEN,1945,22.5,1.08,5245063.0,Africa
Kenya,KEN,1950,22.5,1.2,5769190.0,Africa
Kenya,KEN,1955,22.5,1.35,6529301.0,Africa
Kenya,KEN,1960,22.5,1.56,7695310.0,Africa
Kenya,KEN,1965,22.5,1.77,9338084.0,Africa
Kenya,KEN,1970,22.5,2.28,11368806.0,Africa
Kenya,KEN,1975,22.5,2.82,13511672.0,Africa
Kenya,KEN,1980,22.5,3.61,16018465.0,Africa
Kenya,KEN,1985,22.5,4.33,19201772.0,Africa
Kenya,KEN,1990,22.5,5.05,22892655.0,Africa
Kenya,KEN,1995,22.5,5.5,26601753.0,Africa
Kenya,KEN,2000,82.0,5.91,30642893.0,Africa
Kenya,KEN,2005,82.0,6.48,35796485.0,Africa
Kenya,KEN,2010,82.0,6.47,41598570.0,Africa
Kenya,KEN,2015,82.0,6.28,47088528.0,Africa
Kenya,KEN,2020,82.0,6.73,52217327.0,Africa
Kiribati,KIR,1950,92.5,2.72,37871.0,Oceania
Kiribati,KIR,2018,97.95971,2.72,122097.0,Oceania
Kuwait,KWT,1870,17.5,0.01,82094.0,Asia
Kuwait,KWT,1875,17.5,0.01,84417.0,Asia
Kuwait,KWT,1880,17.5,0.01,87114.0,Asia
Kuwait,KWT,1885,17.5,0.01,89898.0,Asia
Kuwait,KWT,1890,17.5,0.01,92771.0,Asia
Kuwait,KWT,1895,17.5,0.01,95735.0,Asia
Kuwait,KWT,1900,17.5,0.01,98794.0,Asia
Kuwait,KWT,1905,17.5,0.01,101950.0,Asia
Kuwait,KWT,1910,17.5,0.07,105366.0,Asia
Kuwait,KWT,1915,17.5,0.12,109927.0,Asia
Kuwait,KWT,1920,17.5,0.18,114746.0,Asia
Kuwait,KWT,1925,17.5,0.24,119702.0,Asia
Kuwait,KWT,1930,17.5,0.71,124871.0,Asia
Kuwait,KWT,1935,17.5,0.9,130264.0,Asia
Kuwait,KWT,1940,17.5,1.05,135890.0,Asia
Kuwait,KWT,1945,17.5,1.34,141759.0,Asia
Kuwait,KWT,1950,17.5,1.6,153973.0,Asia
Kuwait,KWT,1955,17.5,1.96,186125.0,Asia
Kuwait,KWT,1960,17.5,2.51,311066.0,Asia
Kuwait,KWT,1965,17.5,2.96,521180.0,Asia
Kuwait,KWT,1970,17.5,3.35,809118.0,Asia
Kuwait,KWT,1975,60.0,3.58,1104869.0,Asia
Kuwait,KWT,1980,68.0,4.67,1504789.0,Asia
Kuwait,KWT,1985,74.0,5.55,1894255.0,Asia
Kuwait,KWT,1990,74.0,5.92,1684833.0,Asia
Kuwait,KWT,1995,78.0,6.15,1681518.0,Asia
Kuwait,KWT,2000,78.0,6.12,1954713.0,Asia
Kuwait,KWT,2005,93.0,6.14,2236797.0,Asia
Kuwait,KWT,2006,93.0,1.34,2364741.0,Asia
Kuwait,KWT,2007,94.0,1.34,2507890.0,Asia
Kuwait,KWT,2008,94.0,1.34,2651433.0,Asia
Kuwait,KWT,2010,94.0,6.39,2943374.0,Asia
Kuwait,KWT,2012,96.0,1.34,3337025.0,Asia
Kuwait,KWT,2013,96.0,1.34,3507755.0,Asia
Kuwait,KWT,2015,96.0,6.49,3834465.0,Asia
Kuwait,KWT,2017,96.0,1.34,4154686.0,Asia
Kuwait,KWT,2018,96.0,1.34,4323389.0,Asia
Kuwait,KWT,2020,96.0,6.62,4400146.0,Asia
Kyrgyzstan,KGZ,1999,99.0,11.115,4968593.0,Asia
Kyrgyzstan,KGZ,2009,99.0,11.115,5398013.0,Asia
Kyrgyzstan,KGZ,2015,99.0,11.05,6001876.0,Asia
Kyrgyzstan,KGZ,2020,99.0,11.18,6664143.0,Asia
Laos,LAO,1950,17.5,5.76,1684556.0,Asia
Laos,LAO,1995,60.0,5.76,4929410.0,Asia
Laos,LAO,2000,70.0,5.76,5431213.0,Asia
Laos,LAO,2001,69.0,5.76,5521481.0,Asia
Laos,LAO,2005,73.0,5.76,5869531.0,Asia
Laos,LAO,2015,85.0,5.47,6801647.0,Asia
Laos,LAO,2020,85.0,6.05,7346534.0,Asia
Latvia,LVA,1989,99.0,11.875,2664839.0,Europe
Latvia,LVA,2000,100.0,11.875,2368320.0,Europe
Latvia,LVA,2011,100.0,11.875,2059940.0,Europe
Latvia,LVA,2015,100.0,11.79,1977874.0,Europe
Latvia,LVA,2020,100.0,11.96,1901119.0,Europe
Lebanon,LBN,1950,47.5,2.72,1349351.0,Asia
Lebanon,LBN,2007,90.0,2.72,4844119.0,Asia
Lebanon,LBN,2009,91.0,2.72,4992295.0,Asia
Lebanon,LBN,2018,93.0,2.72,5984120.0,Asia
Lesotho,LSO,1870,52.5,0.03,203958.0,Africa
Lesotho,LSO,1875,52.5,0.05,210907.0,Africa
Lesotho,LSO,1880,52.5,0.07,218032.0,Africa
Lesotho,LSO,1885,52.5,0.1,225331.0,Africa
Lesotho,LSO,1890,52.5,0.15,232803.0,Africa
Lesotho,LSO,1895,52.5,0.22,240446.0,Africa
Lesotho,LSO,1900,52.5,0.3,249213.0,Africa
Lesotho,LSO,1905,52.5,0.38,264433.0,Africa
Lesotho,LSO,1910,52.5,0.53,281353.0,Africa
Lesotho,LSO,1915,52.5,0.64,298193.0,Africa
Lesotho,LSO,1920,52.5,0.76,320591.0,Africa
Lesotho,LSO,1925,52.5,1.16,354609.0,Africa
Lesotho,LSO,1930,52.5,1.42,393273.0,Africa
Lesotho,LSO,1935,52.5,1.6,434803.0,Africa
Lesotho,LSO,1940,52.5,1.87,480202.0,Africa
Lesotho,LSO,1945,52.5,2.2,528380.0,Africa
Lesotho,LSO,1950,52.5,2.6,579554.0,Africa
Lesotho,LSO,1955,52.5,2.87,642186.0,Africa
Lesotho,LSO,1960,52.5,3.12,736507.0,Africa
Lesotho,LSO,1965,52.5,3.44,854094.0,Africa
Lesotho,LSO,1970,52.5,3.72,1019273.0,Africa
Lesotho,LSO,1975,52.5,4.11,1213650.0,Africa
Lesotho,LSO,1980,52.5,4.49,1406530.0,Africa
Lesotho,LSO,1985,52.5,4.81,1624385.0,Africa
Lesotho,LSO,1990,52.5,5.25,1809698.0,Africa
Lesotho,LSO,1995,52.5,5.8,1951441.0,Africa
Lesotho,LSO,2000,86.0,6.37,2003919.0,Africa
Lesotho,LSO,2005,86.0,7.21,1953080.0,Africa
Lesotho,LSO,2006,66.0,2.2,1945066.0,Africa
Lesotho,LSO,2010,66.0,6.08,1996256.0,Africa
Lesotho,LSO,2015,66.0,6.44,2104614.0,Africa
Lesotho,LSO,2016,97.0,2.2,2130424.0,Africa
Lesotho,LSO,2018,86.24087,2.2,2183611.0,Africa
Lesotho,LSO,2020,86.24087,6.88,2235727.0,Africa
Liberia,LBR,1870,7.5,0.05,380309.0,Africa
Liberia,LBR,1875,7.5,0.06,396611.0,Africa
Liberia,LBR,1880,7.5,0.07,413832.0,Africa
Liberia,LBR,1885,7.5,0.09,431775.0,Africa
Liberia,LBR,1890,7.5,0.11,450470.0,Africa
Liberia,LBR,1895,7.5,0.13,469949.0,Africa
Liberia,LBR,1900,7.5,0.17,490243.0,Africa
Liberia,LBR,1905,7.5,0.26,511385.0,Africa
Liberia,LBR,1910,7.5,0.36,533090.0,Africa
Liberia,LBR,1915,7.5,0.44,553592.0,Africa
Liberia,LBR,1920,7.5,0.57,575156.0,Africa
Liberia,LBR,1925,7.5,0.58,616370.0,Africa
Liberia,LBR,1930,7.5,0.55,663604.0,Africa
Liberia,LBR,1935,7.5,0.52,711786.0,Africa
Liberia,LBR,1940,7.5,0.55,764876.0,Africa
Liberia,LBR,1945,7.5,0.57,834319.0,Africa
Liberia,LBR,1950,7.5,0.58,918912.0,Africa
Liberia,LBR,1955,7.5,0.62,1016396.0,Africa
Liberia,LBR,1960,7.5,0.72,1139519.0,Africa
Liberia,LBR,1965,7.5,0.94,1291155.0,Africa
Liberia,LBR,1970,7.5,1.16,1466677.0,Africa
Liberia,LBR,1975,7.5,1.67,1670914.0,Africa
Liberia,LBR,1980,7.5,2.23,1929260.0,Africa
Liberia,LBR,1984,32.0,0.58,2173314.0,Africa
Liberia,LBR,1985,32.0,2.73,2240549.0,Africa
Liberia,LBR,1990,32.0,3.08,2223667.0,Africa
Liberia,LBR,1995,32.0,3.17,2169167.0,Africa
Liberia,LBR,2000,32.0,3.6,2928117.0,Africa
Liberia,LBR,2005,32.0,3.96,3301016.0,Africa
Liberia,LBR,2010,32.0,4.35,4058897.0,Africa
Liberia,LBR,2015,32.0,5.06,4659436.0,Africa
Liberia,LBR,2020,32.0,5.8,5149470.0,Africa
Libya,LBY,1870,7.5,0.01,337064.0,Africa
Libya,LBY,1875,7.5,0.01,356939.0,Africa
Libya,LBY,1880,7.5,0.01,378777.0,Africa
Libya,LBY,1885,7.5,0.01,407319.0,Africa
Libya,LBY,1890,7.5,0.01,439158.0,Africa
Libya,LBY,1895,7.5,0.01,475243.0,Africa
Libya,LBY,1900,7.5,0.01,514376.0,Africa
Libya,LBY,1905,7.5,0.01,555440.0,Africa
Libya,LBY,1910,7.5,0.05,598690.0,Africa
Libya,LBY,1915,7.5,0.08,639607.0,Africa
Libya,LBY,1920,7.5,0.1,679435.0,Africa
Libya,LBY,1925,7.5,0.19,718382.0,Africa
Libya,LBY,1930,7.5,0.26,760476.0,Africa
Libya,LBY,1935,7.5,0.31,812653.0,Africa
Libya,LBY,1940,7.5,0.36,876455.0,Africa
Libya,LBY,1945,7.5,0.41,991580.0,Africa
Libya,LBY,1950,7.5,0.47,1131471.0,Africa
Libya,LBY,1955,7.5,0.59,1241389.0,Africa
Libya,LBY,1960,7.5,0.72,1492890.0,Africa
Libya,LBY,1965,7.5,1.09,1804016.0,Africa
Libya,LBY,1970,7.5,1.66,2082597.0,Africa
Libya,LBY,1975,7.5,2.35,2571563.0,Africa
Libya,LBY,1980,7.5,3.45,3424375.0,Africa
Libya,LBY,1984,60.0,0.41,3773639.0,Africa
Libya,LBY,1985,60.0,4.55,3898746.0,Africa
Libya,LBY,1990,60.0,5.42,4445243.0,Africa
Libya,LBY,1995,60.0,6.13,4906851.0,Africa
Libya,LBY,2000,60.0,7.04,5305020.0,Africa
Libya,LBY,2005,60.0,7.79,5858793.0,Africa
Libya,LBY,2010,60.0,8.43,6497837.0,Africa
Libya,LBY,2015,60.0,9.05,6531825.0,Africa
Libya,LBY,2020,60.0,9.57,7045403.0,Africa
Liechtenstein,LIE,1950,98.5,2.72,13786.0,Europe
Lithuania,LTU,1989,98.0,12.469999999999999,3696107.0,Europe
Lithuania,LTU,2001,100.0,12.469999999999999,3473008.0,Europe
Lithuania,LTU,2011,100.0,12.469999999999999,3028642.0,Europe
Lithuania,LTU,2015,100.0,12.44,2905771.0,Europe
Lithuania,LTU,2020,100.0,12.5,2795766.0,Europe
Luxembourg,LUX,1870,96.5,0.04,198919.0,Europe
Luxembourg,LUX,1875,96.5,0.05,203816.0,Europe
Luxembourg,LUX,1880,96.5,0.06,209196.0,Europe
Luxembourg,LUX,1885,96.5,0.08,210351.0,Europe
Luxembourg,LUX,1890,96.5,0.1,212200.0,Europe
Luxembourg,LUX,1895,96.5,0.12,222976.0,Europe
Luxembourg,LUX,1900,96.5,0.15,235574.0,Europe
Luxembourg,LUX,1905,96.5,0.18,247458.0,Europe
Luxembourg,LUX,1910,96.5,0.22,258721.0,Europe
Luxembourg,LUX,1915,96.5,0.27,264119.0,Europe
Luxembourg,LUX,1920,96.5,0.36,269864.0,Europe
Luxembourg,LUX,1925,96.5,0.44,283728.0,Europe
Luxembourg,LUX,1930,96.5,0.56,297712.0,Europe
Luxembourg,LUX,1935,96.5,1.4,300094.0,Europe
Luxembourg,LUX,1940,96.5,2.18,300207.0,Europe
Luxembourg,LUX,1945,96.5,2.83,297880.0,Europe
Luxembourg,LUX,1950,96.5,3.85,296580.0,Europe
Luxembourg,LUX,1955,96.5,4.65,305315.0,Europe
Luxembourg,LUX,1960,96.5,5.22,313888.0,Europe
Luxembourg,LUX,1965,96.5,6.19,329709.0,Europe
Luxembourg,LUX,1970,96.5,7.27,339337.0,Europe
Luxembourg,LUX,1975,96.5,8.21,353686.0,Europe
Luxembourg,LUX,1980,96.5,8.55,363711.0,Europe
Luxembourg,LUX,1985,96.5,8.83,366665.0,Europe
Luxembourg,LUX,1990,96.5,9.24,381707.0,Europe
Luxembourg,LUX,1995,96.5,9.57,408237.0,Europe
Luxembourg,LUX,2000,96.5,9.92,436142.0,Europe
Luxembourg,LUX,2005,96.5,10.59,465369.0,Europe
Luxembourg,LUX,2010,96.5,11.33,507418.0,Europe
Luxembourg,LUX,2015,96.5,11.41,569540.0,Europe
Luxembourg,LUX,2020,96.5,11.53,630597.0,Europe
Macao,MAC,1950,57.5,10.765,196669.0,Asia
Macao,MAC,1981,90.0,10.765,252516.0,Asia
Macao,MAC,2001,91.0,10.765,445121.0,Asia
Macao,MAC,2006,93.0,10.765,508752.0,Asia
Macao,MAC,2011,96.0,10.765,575644.0,Asia
Macao,MAC,2015,96.0,10.56,622185.0,Asia
Macao,MAC,2016,97.0,10.765,634317.0,Asia
Macao,MAC,2020,97.0,10.97,683069.0,Asia
Madagascar,MDG,1950,32.5,2.72,3956077.0,Africa
Madagascar,MDG,2000,71.0,2.72,16516336.0,Africa
Madagascar,MDG,2005,59.0,2.72,19159711.0,Africa
Madagascar,MDG,2012,72.0,2.72,23462444.0,Africa
Madagascar,MDG,2018,77.0,2.72,27494930.0,Africa
Madagascar,MDG,2021,74.68614,2.72,29691087.0,Africa
Malawi,MWI,1870,7.5,0.01,2135742.0,Africa
Malawi,MWI,1875,7.5,0.01,2123737.0,Africa
Malawi,MWI,1880,7.5,0.01,2114943.0,Africa
Malawi,MWI,1885,7.5,0.01,2130356.0,Africa
Malawi,MWI,1890,7.5,0.01,2142667.0,Africa
Malawi,MWI,1895,7.5,0.01,2110530.0,Africa
Malawi,MWI,1900,7.5,0.01,2067047.0,Africa
Malawi,MWI,1905,7.5,0.02,1993745.0,Africa
Malawi,MWI,1910,7.5,0.13,1922933.0,Africa
Malawi,MWI,1915,7.5,0.23,1883221.0,Africa
Malawi,MWI,1920,7.5,0.31,1868175.0,Africa
Malawi,MWI,1925,7.5,0.42,1990198.0,Africa
Malawi,MWI,1930,7.5,0.51,2142711.0,Africa
Malawi,MWI,1935,7.5,0.62,2298286.0,Africa
Malawi,MWI,1940,7.5,0.72,2469709.0,Africa
Malawi,MWI,1945,7.5,0.84,2693934.0,Africa
Malawi,MWI,1950,7.5,0.98,2950299.0,Africa
Malawi,MWI,1955,7.5,1.06,3246543.0,Africa
Malawi,MWI,1960,7.5,1.12,3628136.0,Africa
Malawi,MWI,1965,7.5,1.3,4096158.0,Africa
Malawi,MWI,1970,7.5,1.63,4633949.0,Africa
Malawi,MWI,1975,7.5,1.96,5287371.0,Africa
Malawi,MWI,1980,7.5,2.5,6265529.0,Africa
Malawi,MWI,1985,7.5,2.96,7620509.0,Africa
Malawi,MWI,1987,49.0,0.84,8293173.0,Africa
Malawi,MWI,1990,49.0,3.14,9545860.0,Africa
Malawi,MWI,1995,49.0,3.3,10150122.0,Africa
Malawi,MWI,1998,64.0,0.84,10792877.0,Africa
Malawi,MWI,2000,64.0,3.73,11315947.0,Africa
Malawi,MWI,2005,64.0,4.67,12840034.0,Africa
Malawi,MWI,2010,64.0,5.01,14826466.0,Africa
Malawi,MWI,2015,64.0,4.86,17085587.0,Africa
Malawi,MWI,2020,70.15227,5.41,19533885.0,Africa
Malaysia,MYS,1870,37.5,0.02,788448.0,Asia
Malaysia,MYS,1875,37.5,0.02,922684.0,Asia
Malaysia,MYS,1880,37.5,0.03,1088144.0,Asia
Malaysia,MYS,1885,37.5,0.04,1283228.0,Asia
Malaysia,MYS,1890,37.5,0.05,1513275.0,Asia
Malaysia,MYS,1895,37.5,0.06,1784802.0,Asia
Malaysia,MYS,1900,37.5,0.09,2094024.0,Asia
Malaysia,MYS,1905,37.5,0.22,2380595.0,Asia
Malaysia,MYS,1910,37.5,0.36,2684056.0,Asia
Malaysia,MYS,1915,37.5,0.5,2962236.0,Asia
Malaysia,MYS,1920,37.5,0.69,3274070.0,Asia
Malaysia,MYS,1925,37.5,1.01,3649643.0,Asia
Malaysia,MYS,1930,37.5,1.3,4069257.0,Asia
Malaysia,MYS,1935,37.5,1.53,4518371.0,Asia
Malaysia,MYS,1940,37.5,1.75,5001715.0,Asia
Malaysia,MYS,1945,37.5,1.96,5454871.0,Asia
Malaysia,MYS,1950,37.5,2.21,6098285.0,Asia
Malaysia,MYS,1955,37.5,2.5,6959959.0,Asia
Malaysia,MYS,1960,37.5,2.99,7956201.0,Asia
Malaysia,MYS,1965,37.5,3.54,9056415.0,Asia
Malaysia,MYS,1970,37.5,4.41,10178802.0,Asia
Malaysia,MYS,1975,37.5,5.06,11471914.0,Asia
Malaysia,MYS,1980,70.0,6.06,12983365.0,Asia
Malaysia,MYS,1985,70.0,7.03,15252262.0,Asia
Malaysia,MYS,1990,70.0,8.01,17833179.0,Asia
Malaysia,MYS,1991,83.0,1.96,18342474.0,Asia
Malaysia,MYS,1995,83.0,8.66,20330602.0,Asia
Malaysia,MYS,2000,89.0,9.49,22967817.0,Asia
Malaysia,MYS,2005,89.0,10.16,25836075.0,Asia
Malaysia,MYS,2010,93.0,10.89,28655772.0,Asia
Malaysia,MYS,2015,93.0,11.49,31232796.0,Asia
Malaysia,MYS,2016,95.0,1.96,31789692.0,Asia
Malaysia,MYS,2017,95.0,1.96,32355642.0,Asia
Malaysia,MYS,2018,95.0,1.96,32910963.0,Asia
Malaysia,MYS,2019,95.0,1.96,33440590.0,Asia
Malaysia,MYS,2020,95.0,11.96,33889554.0,Asia
Malaysia,MYS,2022,96.0,1.96,34695494.0,Asia
Maldives,MDV,1950,72.5,7.815,74461.0,Asia
Maldives,MDV,1977,82.0,7.815,151943.0,Asia
Maldives,MDV,1985,92.0,7.815,190182.0,Asia
Maldives,MDV,1990,96.0,7.815,224772.0,Asia
Maldives,MDV,1995,96.0,7.815,256660.0,Asia
Maldives,MDV,2000,96.0,7.815,282025.0,Asia
Maldives,MDV,2006,98.0,7.815,313866.0,Asia
Maldives,MDV,2014,99.0,7.815,413623.0,Asia
Maldives,MDV,2015,99.0,7.57,428165.0,Asia
Maldives,MDV,2016,98.0,7.815,443316.0,Asia
Maldives,MDV,2017,94.50551,7.815,458297.0,Asia
Maldives,MDV,2019,98.21186,7.815,487737.0,Asia
Maldives,MDV,2020,98.21186,8.06,502127.0,Asia
Mali,MLI,1870,9.0,0.01,1756489.0,Africa
Mali,MLI,1875,9.0,0.01,1838378.0,Africa
Mali,MLI,1880,9.0,0.01,1925028.0,Africa
Mali,MLI,1885,9.0,0.01,2014424.0,Africa
Mali,MLI,1890,9.0,0.01,2107910.0,Africa
Mali,MLI,1895,9.0,0.01,2212767.0,Africa
Mali,MLI,1900,9.0,0.01,2331296.0,Africa
Mali,MLI,1905,9.0,0.01,2511024.0,Africa
Mali,MLI,1910,9.0,0.01,2707812.0,Africa
Mali,MLI,1915,9.0,0.01,2885805.0,Africa
Mali,MLI,1920,9.0,0.02,3040300.0,Africa
Mali,MLI,1925,9.0,0.03,3247810.0,Africa
Mali,MLI,1930,9.0,0.04,3479504.0,Africa
Mali,MLI,1935,9.0,0.1,3713779.0,Africa
Mali,MLI,1940,9.0,0.11,3971134.0,Africa
Mali,MLI,1945,9.0,0.13,4310414.0,Africa
Mali,MLI,1950,9.0,0.16,4696914.0,Africa
Mali,MLI,1955,9.0,0.18,5041937.0,Africa
Mali,MLI,1960,9.0,0.2,5402550.0,Africa
Mali,MLI,1965,9.0,0.26,5815483.0,Africa
Mali,MLI,1970,9.0,0.31,6276476.0,Africa
Mali,MLI,1975,9.0,0.46,6837265.0,Africa
Mali,MLI,1976,9.0,0.13,6960979.0,Africa
Mali,MLI,1980,9.0,0.65,7530522.0,Africa
Mali,MLI,1985,9.0,0.83,8374661.0,Africa
Mali,MLI,1990,9.0,0.95,9178826.0,Africa
Mali,MLI,1995,9.0,1.07,10185368.0,Africa
Mali,MLI,1998,19.0,0.13,10919577.0,Africa
Mali,MLI,2000,19.0,1.3,11559291.0,Africa
Mali,MLI,2003,24.0,0.13,12684951.0,Africa
Mali,MLI,2005,24.0,1.81,13538648.0,Africa
Mali,MLI,2006,26.0,0.13,13990143.0,Africa
Mali,MLI,2010,31.0,2.14,15945201.0,Africa
Mali,MLI,2011,31.0,0.13,16469054.0,Africa
Mali,MLI,2015,33.0,2.78,18593022.0,Africa
Mali,MLI,2018,35.0,0.13,20442031.0,Africa
Mali,MLI,2020,35.0,3.55,21713837.0,Africa
Malta,MLT,1870,57.5,0.31,177322.0,Europe
Malta,MLT,1875,57.5,0.37,181852.0,Europe
Malta,MLT,1880,57.5,0.44,186494.0,Europe
Malta,MLT,1885,57.5,0.52,191250.0,Europe
Malta,MLT,1890,57.5,0.62,196124.0,Europe
Malta,MLT,1895,57.5,0.73,201118.0,Europe
Malta,MLT,1900,57.5,1.15,206234.0,Europe
Malta,MLT,1905,57.5,1.4,211476.0,Europe
Malta,MLT,1910,57.5,1.5,215840.0,Europe
Malta,MLT,1915,57.5,1.76,213933.0,Europe
Malta,MLT,1920,57.5,1.98,212759.0,Europe
Malta,MLT,1925,57.5,2.17,219064.0,Europe
Malta,MLT,1930,57.5,2.29,227340.0,Europe
Malta,MLT,1935,57.5,2.55,239993.0,Europe
Malta,MLT,1940,57.5,2.81,254503.0,Europe
Malta,MLT,1945,57.5,3.09,273075.0,Europe
Malta,MLT,1950,57.5,3.32,294685.0,Europe
Malta,MLT,1955,57.5,3.89,318149.0,Europe
Malta,MLT,1960,57.5,4.49,330832.0,Europe
Malta,MLT,1965,57.5,5.1,327407.0,Europe
Malta,MLT,1970,57.5,6.06,326017.0,Europe
Malta,MLT,1975,57.5,6.84,333458.0,Europe
Malta,MLT,1980,57.5,7.51,342882.0,Europe
Malta,MLT,1985,87.0,8.38,352567.0,Europe
Malta,MLT,1990,87.0,9.19,367913.0,Europe
Malta,MLT,1995,88.0,10.06,384559.0,Europe
Malta,MLT,2000,88.0,10.43,399905.0,Europe
Malta,MLT,2005,92.0,10.6,413324.0,Europe
Malta,MLT,2010,92.0,11.06,422654.0,Europe
Malta,MLT,2011,93.0,3.09,424635.0,Europe
